singer,name,lyrics,moodCat
禪波,大富翁(Remix),"['feat. Barry Chen', '早就已經無法推翻這腳本', '設定好轉速的?? 在四點二十分', ""在十字?口跟死神 傳遞Pass 最後一份that's Long Live Long Trip 在雨中飛絮"", '這?歌作詞作曲 找了一堆人?演戲', '或許成功的定義根本不成立', '那你的驕傲自負  先脫下?去掃地', '下一顆骰子骰到六 ZENB?準備大步走機會命運的選擇 就在下個轉彎?', '誰知道命運捉了?? 把我的時間都走他說聲借過 但右側口袋 把我的錢摸走他們也不太問是否 直接拿?直接走', '好像都跟我很熟  卻沒問我  直接沒收虛偽的小偷 還掛著面具 控制我', '不信的話 請你抬頭看著時鐘 沒錯', '每一天都跟時間同步的走', '24/7 睡覺或是工作', '生死有命 他直接控制你的骰盅看你的等級屬於上等還是劣貨', '每一天都跟時間重複的走', '24/7 反悔或是認錯', '富貴在天 他直接控制你的生活看你要反對 還是要 保持著?默', 'Huh', '早就已經被設定好 沒有老虎就注定 一輩?當病貓', '08沒在信道 我只想繼位儘早在這場遊戲替你畫了句號', '幫你拍張劇照 以免你下一秒你就被去掉', '我的工作就是在印鈔票', '也 沒 有 其 他 同 業 存 在 的 必 要 Enemy Down 不適合的我把你踢掉你的下一步腳踩到陷阱 還沾沾自喜我下一步是連鎖的攻擊', '你的下一段Verse已沒力 但跟你相比我的下一段震度高達九級', '你的牌照稅已經過期', '跟你的風格差不多等級的過氣我的電影要賣座好幾集', '在這場大富翁的賭博遊戲', 'Fuck you pay me money', '每一天都跟時間同步的走', '24/7 睡覺或是工作', '生死有命 他直接控制你的骰盅看你的等級屬於上等還是劣貨', '每一天都跟時間重複的走', '24/7 反悔或是認錯', '富貴在天 他直接控制你的生活看你要反對 還是要 保持著?默', 'Now Roll the Dice 下一步看著辦和我的幫派 插旗在精華地段', 'I Do It Twice 把房子往上蓋', ""dollar dollar bill y'all 連算都?得算 word"", '看少年董 身處槍?彈雨 化險為夷擲個骰 兜個圈 把生意轉虧為盈', '點個火 掀個浪 創造經濟奇蹟', 'Young and heartless get that money 沒在手下留情', '姑娘穿著旗袍twerk 叫她孫小美', '光說不練 2486 叫他莊孝偉', '小蝦米別給你爸裝你大尾這 是 millions boys club', '你永遠打不上的排位', '不只出手闊 你爸叫?馬賀你爸拼的叫人? 不是工作不只出手闊 你爸叫小馬賀你爸拼的叫人? 不是工作', '每一天都跟時間同步的走', '24/7 睡覺或是工作', '生死有命 他直接控制你的骰盅看你的等級屬於上等還是劣貨', '每一天都跟時間重複的走', '24/7 反悔或是認錯', '富貴在天 他直接控制你的生活看你要反對 還是要 保持著?默']",怒
張燕,追趕太陽2019,"['靚麗了芳華紅顏', '堅強了柔弱的肩', '我帶著青春的夢想', '翱翔在銀河九天', '就是那一片蔚藍', '充滿了神奇夢幻', '我駕著心愛的飛船', '探索這宇宙浩瀚', '飛越森林掠過山崗，', '歡樂的韻律天宇蕩漾，', '清風親吻著我的笑臉，', '如花的季節精彩飛揚。', '灑下汗水收獲榮光，', '美麗的身影太空徜徉，', '祖國給我無窮的力量，', '如夢的歲月追趕太陽。']",喜
海之聲合唱團,螺洲聽濤(合唱版),"['溪沛 & 吳鐵 & 海之聲合唱團', '巍巍五虎山浩然情愫', '濤濤烏龍江奔騰朝暮', '聽它親切呼喚螺洲螺洲', '這神奇的小鎮心上的熱土', '莊嚴的孔廟文脈綿長', '古老的宗祠家國夢想', '觀瀾書院書聲依然琅琅', '陳氏五樓閃耀著螺渚風流', '聽烏龍江畔濤聲茫茫', '每一朵浪花都在懷想', '它藏著你的傳說我的嚮往', '螺洲螺洲眷戀在碧波里蕩漾']",哀
王瑞淇,篝火繁星,"['王瑞淇 & 鍾抒曈 & 七樂團', '沿岸的寒風 吹走我的心', '我在電車上跟拍沿途的雪景', '誰戴起耳機 播放著回憶', '熟悉的旋律代替了你的聲音', '治癒著我受傷的曾經', '到達目的地 再回到這裡', '那時第一句臺詞還要偷偷練習', '腳下的雪路 雪覆蓋身影', '踏出的每一步藏在那照片裡', '多了孤獨的表情', '誰在木屋外觸景生情', '夜晚圍繞篝火看繁星', '我想生命裡最美好的回憶', '應該是有我有你', '誰在旅途中讀懂自己', '照片上不斷更新悲喜', '成長賜予的皆是生命的洗禮', '這漫天的雪之景 覆蓋了回憶', '誰戴起耳機 播放著回憶', '熟悉的旋律代替了你的聲音', '治癒著我受傷的曾經', '到達目的地 再回到這裡', '那時第一句臺詞還要偷偷練習', '腳下的雪路 雪覆蓋身影', '踏出的每一步藏在那照片裡', '多了孤獨的表情', '誰在木屋外觸景生情', '夜晚圍繞篝火看繁星', '我想生命裡最美好的回憶', '應該是有我有你', '照片上不斷更新悲喜', '成長賜予的皆是生命的洗禮', '這漫天的雪之景 覆蓋了回憶', '誰在木屋外觸景生情', '夜晚圍繞篝火看繁星', '我想生命裡最美好的回憶', '應該是有我有你', '我在旅途中讀懂自己', '照片上不再更新悲喜', '成長賜予的皆是生命的洗禮', '這漫天的雪之景 覆蓋了回憶']",哀
乩童秩序,東寧夜,"['瞬息中看見遠方', '美麗的未來故鄉', '錯誤中學習成長', '在夢裡衷心祈禱', '顛沛中耕耘地方', '月圓時不免迷茫', '苦難中充滿幻想', '吐納間進入思想', '召返來 召返來', '召返來 召返來', '所有失落的少年魂', '種茶夜   種茶夜', '創造魔鬼的夢靨', '洗澡時忘記悲傷', '排泄時專心苦腦', '黑暗中有一道光', '那就是我們的希望', '希望 希望 希望∼', '喔 希 望∼', '召返來 召返來 ??', '種茶夜 種茶夜 ??', '去田裡 去田裡 ??', '除業障 除業障 ??', '過農歷 過農歷 ??', '看遠方 看 遠方 ∼']",哀
張靚穎,世界是我們,"['成都大運會主題推廣曲', 'Ooh', 'We are we are', 'Ooh', 'We are we are together baby', 'Ooh', 'We are we are', 'Ooh', '愛 這漫天斑斕', '純純的燦爛 躍光的臉龐', '愛 這錦城遼闊', '盡情的星空 聽得見共鳴', 'Love is more than anything', 'Love is changing everything', 'Love 愛是一樣的', '一樣的', 'Ooh', '愛 無限的追逐', '不同的力量 全都有起航', 'Ooh', '愛 就淋漓酣暢', '我們是青春 怎能被阻擋', '不能被阻擋', 'Love this love touches everyone', 'Oh love this love makes dreams come true', 'Our love 愛是一樣的', '一樣的', '青春的微笑', '青春的微笑', '是愛的名字', '是愛的名字', 'Forever', '你和我', 'You and I', '在一起', 'Forever', '世界有我們', '世界有我們', '青春的樣子', '青春的樣子', '是愛的生命', '啊', 'Love love', 'Forever', '你和我 在這裡', '世界是我們', 'Ooh', '愛 無限的追逐', '不同的力量 全都有起航', 'Here we are together', 'Ooh 愛 就淋漓酣暢', '我們是青春 怎能被阻擋', 'Here we are', ""We'll find the way"", 'Love this love touches everyone', 'Ooh', 'Oh love this love makes dreams come true', 'Our love', 'Our love', '愛是一樣的', 'Here we are', '一樣的', '一樣的', '青春的微笑', 'Here we are', '青春的微笑', 'You and I', '是愛的名字', 'Here we are', '是愛的名字', 'Forever', '你和我', 'You and I', '在一起', 'Forever', '世界有我們', '世界有我們', '青春的樣子', 'Here we are', '青春的樣子', 'You and I', '是愛的生命', '啊', 'Love love', 'Forever', '你和我 在這裡', '世界是我們', '青春的微笑', '青春的微笑', 'Ooh', '是愛的名字', '是愛的名字', 'Ooh', '你和我', 'You and I', '在一起', 'Forever', '世界有我們', '世界有我們', '青春的樣子', 'Now everybody say', '青春的樣子', 'Together forever', '是愛的生命', '啊', 'Love love', 'Forever', '你和我', 'You and I', 'Forever', '在這裡', 'Forever baby', '世界是我們', 'Ooh', 'We are we are', 'We are we are', 'We are we are', 'Together baby', 'Ooh', 'We are we are', 'We are we are', 'We are we are', 'Together baby']",愛
F.I.R.,Someday We May Love,"['電影 金錢男孩MONEYBOYS 主題曲', 'Through the dark (穿過黑暗)', 'Brighten the stars (星星璀璨)', '迎向那束光', '抓住了希望', '他們說勇敢耀眼啊 男孩', '說真的 我不敢', '太絢爛', '怕失敗', '懵懂的期待', '實現得太快', '如果命運只寫一頁精采', '該如何 再重來', '別太快', '我也想義無反顧去主宰', '我等待', '放手一搏給自己的喝采', '愛或是被愛 都忐忑不安', '就算被壞委屈得有一點不堪', '狂歡到孤單 相信或疑猜', '終於我們都明白', '愛不曾被覆蓋', 'someday we may love (有天我們或許會相愛)', 'someday we may love (有天我們或許會相愛)', 'someday we may love (有天我們或許會相愛)', 'someday we may love (有天我們或許會相愛)', '為自己的姿態選擇獨特', '為倔強的臉龐抹上顏色', '此時此刻 我的光和熱']",愛
五堅情WOLF,Ride On,"['傳說對決五週年合作主題曲', 'feat. 傳說女團WaVe', 'Ride on, ride on, ride on', 'Let?s make a wave', 'Ride on, ride on', 'We?ll travel through time and space', 'Now you?re here by my side', 'We?re breaking through', 'Seeing our dream from a new view', '再多阻礙困難也不用怕', '前進有我在你身旁', '歷經淬煉才值得閃耀的發光', '一個眼神心領神會傳達', '默契最迷人的地方', '不必言語準備好就出發', '搭上夢想的浪潮', '(向前走 不論浪有多高)', '飛行靈魂的驕傲', '(這一刻 奮戰直到 天破曉)', '集合準備團戰到最後一秒', 'Ride on, ride on, ride on', 'We?re making waves', 'Ride on, ride on', 'You never have to be afraid', 'We?ll capture the starlight with you', 'Flying， Turning， d?j? vu', 'Ride on, ride on, ride on', 'Let?s make a wave', 'Ride on, ride on', 'We?ll travel through time and space', 'Now you?re here by my side', 'We?re breaking through', 'Seeing our dream from a new view', '傳說的戰場', '穿梭的戰鬥', '殺你個措手不及', '秀操作不急不徐', '五人的默契', 'OP', '不贏不行', '刀鋒出竅  落地', '出乎預料的強', '快點把你隊友帶上', '遇到我照樣會送你回家裡泡湯', 'Ride on, ride on, ride on', 'We?re making waves', 'Ride on, ride on', 'You never have to be afraid', 'We?ll capture the starlight with you', 'Flying， Turning， d?j? vu', 'Ride on, ride on, ride on', 'Let?s make a wave', 'Ride on, ride on', 'We?ll travel through time and space', 'Now you?re here by my side', 'We?re breaking through', 'Seeing our dream from a new view']",喜
大方,媽媽,"['白小花，嘩嘩嘩', '喝一杯，尿一炕', '尿完了，擦一擦', '香噴噴，睡覺覺', '媽媽說她結婚 是走投無路', '那是1969 她在下鄉', '她和同學聊天說房東種了大麻', '房東被抓他家人要報復媽媽', '媽媽連夜逃走', '無處可去只好去找爸爸', '媽媽', '我美麗的媽媽', '媽媽', '我可憐的媽媽', '媽媽', '我想去那一天', '媽媽', '我要去保護你', '爸爸認為他很愛媽媽', '媽媽從來沒愛過他', '我說媽媽等病好就離婚吧', '媽媽說恐怕來不及了', '那是今年的三月', '媽媽六月就走了', '那是她一生最驚恐的一天', '倉惶無措不知該去哪裡', '她離開後我天天在想她', '想她一生中有哪些悲傷', '那是她一生最驚恐的一天', '倉惶無措不知該去哪裡', '她離開後我天天在想她', '想她一生中有哪些悲傷', '媽媽', '我美麗的媽媽', '媽媽', '等著我吧']",愛
大方,媽媽說的那些有趣的話,"['我和媽媽一起去澳洲', '那裡的空氣很乾淨', '藍天白雲陽光很耀眼', '晚上可以看見南十字', '在烏魯魯躺在睡袋裡', '看著銀河和密密麻麻的星星', '她說外國不止月亮圓', '星星還多', '我和媽媽一起去歐洲', '那裡的人們很友善', '問路經常有人帶你走', '陌生人也會看你笑', '媽媽說如果這樣在中國', '會被別人說很傻缺心眼兒', '她說她的心眼兒在國內不夠用', '出國發現還富裕', '媽媽一個人去臺灣玩', '我幫她訂了機票和酒店', '她要把那些錢轉給我', '我說算了吧不用啦', '她說錢留著死了也帶不走', '我說那就等你死了再給我吧', '她說到時候錢就貶值了', '還是現在就給你吧', '媽媽說她的朋友都羡慕她', '有兩個好孩子', '她說她都不敢和他們', '說成成、同同多優秀', '她說你們倆已經令他們', '望塵莫及', '到了成成和同同這時候', '他們連塵都望不見啦', '媽媽說我哥和我小時候', '說過很多有趣的話', '她說為什麼別人家的孩子', '沒有那麼多的故事', '我也覺得別人家的媽媽', '沒有我家媽媽故事多', '她說的那些有趣的話', '我都記得', '她說的那些有趣的話', '我都記得', '媽媽說的那些有趣的話', '我會記得']",愛
大方,Happy Birthday to Bobby Chen(feat. 周雲蓬),"['親愛的昇哥你怎麼得了病呦', '或許這些年不愉快的事讓你煩憂', '隔著千山萬水我們為你祈禱', '無病無災無憂你要健康長壽', '把悲傷留給自己', '把世界留給他人魚肉', '這世界生病了', '想要活著還是要自由', '臺北的夜晚北京的夜晚', '朋友們都想念你 見面不會再讓你喝酒', 'Happy birthday to Bobby Chen', 'Happy birthday to Bobby Chen', '忘掉所有悲傷煩憂', 'Happy birthday to you', '親愛的昇哥你早把世界看透', '你說誰會記得李白(2)時的皇帝是誰呦', '一千年以後究竟誰能不朽', '一萬年以後人類還有沒有', '把悲傷留給自己', '把世界留給他人腐臭', '這世界生病了', '但是我們還可以唱歌', '遙遠的朋友身邊的朋友', '老周和我都愛你 你不只有左小祖咒', 'Happy birthday to Bobby Chen', 'Happy birthday to Bobby Chen', '忘掉所有悲傷煩憂', 'Happy birthday to you', 'Happy birthday to Bobby Chen', 'Happy birthday to Bobby Chen', '祝你永遠健康快樂', 'Happy birthday to you', 'Happy birthday to Bobby Chen', 'Happy birthday to Bobby Chen', '祝你永遠健康快樂', 'Happy birthday to you']",愛
大方,土撥鼠華爾茲,"['我坐在陽臺上看書', '聽著歌玩手機發呆', '門開了又輕輕被掩上', '一隻白髮的土撥鼠進來', '土撥鼠靜悄悄進來', '土撥鼠靜悄悄離開', '我手邊出現一小袋?豆', '一包海苔 幾顆開心果', '我說爸你知道我多大了嗎？', '他笑得像個核桃', ""'你總是不好好吃飯'"", '土撥鼠羞答答地說', '我坐在陽臺上看書', '聽著歌玩手機發呆', '門開了又輕輕被掩上', '一隻白髮的土撥鼠進來', '土撥鼠靜悄悄進來', '土撥鼠靜悄悄離開', '我手邊出現一小袋?豆', '一包海苔 幾顆開心果', '我說爸你知道我多大了嗎？', '他笑得像個核桃', ""'你總是不好好吃飯'"", '土撥鼠羞答答地說', '老土撥鼠 老土撥鼠']",喜
大方,樂樂,"['樂樂我的寶貝', '你是我的最愛', '你是一隻小公狗', '見到母狗就追', '你去年喜歡的小美', '今年生病死了', '每一次見到她主人', '你還是跑去問候', '樂樂我的寶貝', '你是我的最愛', '害怕你被人偷走', '誰偷你我和誰拼命', '世界上有許多壞人', '他們愛吃狗肉', '遇到他們就快跑', '沒有你我怎麼活', '樂樂我的寶貝', '你是我的最愛', '自從你來到我家', '我就不想出門', '看著你美麗的大眼睛', '不願你獨自在家', '樂樂我一定早回來', '帶你出去玩耍', '樂樂我的寶貝', '只願你健康平安', '傻吃傻喝傻玩', '每天快快樂樂', '樂樂我的寶貝', '只願你健康平安', '傻吃傻喝傻玩', '每天快快樂樂', '每天快快樂樂', '樂樂', '我的寶貝']",哀
大方,憂心忡忡 - 獻給王小山的歌(feat. 周雲蓬),"['雲朵看透了輕', '飛鳥放棄了風', '行屍戴上了口罩', '如今活著叫不死，不生', '柴米夢到墳塋', '油鹽夢到虛空', '病毒夢到鐵王座', '從此膚色要說暗，說明', '藍色嘲諷天空', '紅色鄙夷疼痛', '黑夜將白晝流放', '淚水不必落下就已，沸騰', '謊言滋養眾牲', '真相恩賜盲聾', '良心剁碎了喂鷹', '背對大海你說你', '我對這個世界憂心忡忡', '我對這個世界舉足輕重', '我對這個世界開始沉默', '我對這個世界已經認慫', '空早就不是色', '色早就不是空', '佛說我不下地獄', '普天下因果都是自耕，自種', '遊子切除根莖', '暴君廢除時 鐘', '言語被押上絞架', '此後要麼沉默要麼，哼哼', '挪亞把船清空', '摩西越嶺獨行', '彼拉多帶貨十字架', '聖經注我我注，聖經', '謊言滋養眾牲', '真相恩賜盲聾', '良心剁碎了喂鷹', '背對大海你說你', '我對這個世界憂心忡忡', '我對這個世界舉足輕重', '我對這個世界開始沉默', '我對這個世界已經認慫', '雞鴨仇視蛆蟲', '甲乙仇視丙丁', '肉食者仇視素食者', '沉睡千年的仇視，喚醒', '上帝愛上屠城', '佛陀愛上殺生', '螻蟻愛上了履帶', '人們管這叫親情，愛情', '謊言滋養眾牲', '真相恩賜盲聾', '良心剁碎了喂鷹', '背對大海你說你，很冷', '我對這個世界憂心忡忡', '我對這個世界舉足輕重', '我對這個世界可以沉默', '我對這個世界已經認慫', '我對這個世界憂心忡忡', '我對這個世界舉足輕重', '我對這個世界可以沉默', '我對這個世界已經認慫']",哀
